text,profanity
"boil blood , just spoilt ae arrogant bitch . u try 'll flip nd likely nuts # ohwell",1
@ brickyardbeezy : 'm money hungry man bitches ca n't nuffin,1
@ xpoppinwheelies : lol thirst real dis bitch,1
inbed eating left poppadom . # livinthedream,0
@ vzwsupport update s3 pretty broke 4g absolutely annoying retarded .,1
@ coolgirl71899 : bitch act like seen face mask # bitchplease,1
- bffl . love ya funcy bitch went finna faded shaded ya c day # wedemgirlz,1
know bitches hating low . tho ? way niggaz world afford .,1
@ lavidajeannette : hate bitch says dont care nigga broke got going .. acting like fake ri,1
@ realskipbayless man wilson 2nd black qb win chip ? talkn trash talk . shine russell ..,0
wallah fucking hate fuckin mexican bitch .,1
@ rniswirvinn @ lilkev_j ur wrong stupid nigger,1
@ iam_cream : rt @ dontgetgrandhoe : y'all hoes going learn spell,1
@ fashioniskei : hoes ai n't loyal .,1
yea buddy @ yalljustdontkno : lot nba trash talk going,0
faggot bring jacket work ya desk b/c office cold .,1
wish coulda said @ emmaleeeparkerr tonight . good seeing fag .,1
hooping day tired bitch,1
bitches petty hoes instead posting bail ah really fck em ..... psa,1
@ thareallilwang : ur ex girlfriend slut fr f dat hoe,1
# ifwedate eat da pussy better lesbian .,1
bitches think somebody want little coochie lol chilling dont exist nomore ? iont want yall hoes,1
@ _elennamichelle nope 'm stuck house fucking niggers help escape,1
@ smilesbakedthis guns bad bitch ?,1
@ luckylancej : life 's bitch . 've got kick ass . @ drmayaangelou,1
squad dyke cholas fear . worse cartel,0
"@ lissetelisa : juan likes black girls monday - wednesday , spanish girls thursday friday , white bitches weekend tbb",1
@ taratalksmoney : tuh ! @ vsamone : u plan going party u n't u gone twitter da day dat hoe did,1
single colored man looking fo single white woman . fat ok . 'm nigga,1
god damn,1
"love fresh pussy , eat buffet .",1
"@ breadtruckkbri : hoes gon come , feel .",1
lmao @ iggyazalea post away `` bitch '' 've seen memes word offer regards honestly n't care .,1
wish @ alliemathews stop lazy little rebellious . come indy bitch titz . @ tyler_yost misses,1
cay got lit new clicc school bitch shit like ? okay anyways dem girlz,1
thanks charlie @ charlie4927 @ revkahjc @ stacydmomof5 @ pattism74 @ cantucimblonde @ kacado,0
bitch 2 3 pumps 's .,1
bitch gon bounce boosie rapping dey probably scared,1
"@ sweet_kissesxx straight af . math bitch . hows dealership , lol",1
bitches n't knw let ride certain shit ai n't work mentioning,1
"@ twittwithjosh @ cher oh , cher ? particular brand vitriol creates ? boy thinks 's ok woman cunt . # libtard",1
@ randypop84 : u bitches ai n't paying bills ...... fuck,1
"exactly bitches end dead @ cashkillem : told stop fucking , hope rain bitch .",1
@ xoodimpless omg nips,1
log nigger @ polokingbc : # relationshipgoals,0
@ alexiss_11 : diii bitches @ violetannt @ tashh_x0,1
walk bitch like @ mkellyredmen25 : just murdered test !,1
@ sramirez07943 're failing n't know live faggot,1
hahahaa people ca n't parent differently ... ? twitter fuckin trash ahahahha,1
@ kieffer_jason bitch 's fucking playing u know smoke n't fuck friendly ass niggas,1
@ iam_kandiraven : `` got ta able bitch feet 'll knees nigga . '',1
"@ curvables : teachers think slick , bitches subtweeting class shit .",1
trust bitch n't wife bitch ? bitch wo n't,1
"@ workaholicadam : got 99 problems bitch heard bitch , 100 .",1
b/c likes black men rap music ? huh lol @ magssca : @ waymothegod general wants colored,0
interesting watch interlagos grips weekend . f1 cars basically guinea pigs wec later month .,0
l8v3 fuckin wit nigga getting emotional remind bitch blake ( 50,1
niggah waiting weekend shits,1
bitchness,1
bad bitch knows cars,1
"@ pgammo : yankees draft room , huge picture greg campbell message , `` makeup 're looking . ''",0
"@ softestmuffin @ _tee13 @ torahblaze best believe aint christian slave brainwash black spooks miss white man , unlike yoself , devil",1
coons @ fattravis_6200 : ? ? ? @ tiffany_p0rsche : y'all amazing . '',0
@ lovenati 2 day bitch fest maybe,1
"@ dfkinlopes : : 're hoe hoe : n't saying august 12 , 2014 7:22 pm : 're hoe today october 1st 2014",1
@ teamadeezy : niggas hoes 2,1
# oscar @ andyserkis # computer turned ape ? ... # computerscience major # movie,0
"hate girls say `` 'm single heart taken '' bitch , nigga n't love , hoe . .",1
@ skyereyes_ : @ ginasanabria_ : hoes man . n't need need pick mines,1
`` 'm sorry fucked yo bitch ... really dig nigga '' @ kingl,1
stupid bitch,1
@ chichi_knows : chris brown bitch talks relationship . come females ? charlemagne saying sam,1
@ janbaloch45 : pakistani christian couple burnt alive kasur punjab @ marvisirmed @ goshno @ aliyanazki,0
@ eveldick y surprised ugly mike boogie buy pussy ? ? ! ! ! !,1
swear y'all broads new bitch month .... girlfriend . maybe wrong,1
niccas want war got # wethelastonesleft # umightnotgetin # beerandtacos,1
ca n't worry bout bitch ai n't worried bout,1
grandma : `` ( macon ) rinky dink mosquito-filled cop-infested swamp . '' lmao,0
@ biggerboat99 little depressed bitch entire time,1
westside nicca !,1
counting money bitches sleep .,1
@ noturavurage roll ? got eat ? barter nig !,1
k1ke,1
n't fuck bout bitch dude,1
@ andrewjburns1 got dat new monopoly wit da cards.ill hold n hoe let nigga swipe credit,1
"@ politico : republican rick scott reelected # flgov , defeating democrat charlie crist .",0
boyfriend smart ass bitch watch wear pants fucking unzip . k .,1
@ navyasslos : hunter hurt helmsley @ rich_gmi : cut imaginary height shit . women tweeting sleep nig,0
"sky come fallin , bitch ima high . got faith weed man",1
motherfucking,1
@ wisdom_stature bitch coulda stores looking,1
trash guess got tired chalmers trash starting @ everybodyhatesx : chalmers lose job norris cole ? lmfaoooo,1
lmaoooooo lil dave hoe,1
pussy good juss save shit lataa,1
hahaha dumb bitch,1
@ awkwardposts : flirting bitches twitter like,1
@ govs310 : n't bitch 're 21 person group chat,1
lmaoo @ leanandcuisine : bad bitch : hit ? `` matching ..... ? '' bad bitch : * bats eyelashes * '' ......... matching ? '',1
"@ mr_jsmart24 : just dont point permanently ruining chance hitting pussy just laughs , giggles , rts",1
cnt mad choose ca n't mad bitch nigga hay,1
quit hoggin blunt bitch,1
@ leezythewarrior : ca n't letting messy hoes mess yo business ...,1
cocksuka,1
"just wrote dawg ass essay , working bibliography laptop froze . im kill bitch gets lost , cause hadnt saved .",1
@ suckfuckit : stole grandpas wardrobe bitch,1
"@ laurenjauregui : `` karma 's bitch , '' genuinely mean . # canttrustanyone # hatefakepeople",1
muffdiving,1
@ deeznutsdoe shut mouth little fuckin bitch,1
@ weightiifters : rows hoes curls girls planks skanks deep cuts sluts quads broads pecs n,1
@ iii_xxviii_liii : omg monkey twins girl ugly . got thicker mustaches,1
quit hurting women cuz 'm tired bitterness nigga got ta cuz hoe ass nigga .,1
@ _xmaiya_xmonike : 's difference main bitch ? ? shit y'all getting feed lies dick !,1
lol @ jayfucknharris : youuuuu got niggas n't got bitches,1
@ thenudesgod : real nigga rules : u drop blunt u got ta pass bitch . u n't hit,1
@ wilnerness590 : . @ jmart96 outman brand-new # yankees girardi use 3 relievers use 6 .,0
@ delaislaaa_ : real & fucking fight n't play . n't play pussy ass niggas .,1
bitch ! ! !,1
"today heard boss say `` motherfucker , bitch '' like funny bc asian accent",1
@ _tarynupsheets : single life hitting zero . like n't want hoes .,1
@ torijberman : lover old bitch,1
@ sowavytee hey hun !,0
"@ milesss_ : like 're bitch , bitch . just cuz got flower emojis tweets does n't mean 're som",1
pussy crying help,1
@ csvndy wan na white nigga chillin mini cooper just throwin money bitches,1
mothafuckasses,1
@ leanandcuisine : wish flying nimbus picked hoes tell pure hearted . bitch hoe gon drop,1
trust bitch ca n't wife bitch ca n't,1
dude said ice jj fish created player 2k retarded lol,1
@ jalenhendricks4 : @ in_her_tweets : @ p_jones2 bitch outta dumb ass lmao,1
phukking,1
"@ alexnolan1990 @ claddos @ takutaneka @ regankelly91 ill tip , beware ugly birds hide massive lensed sunnies !",0
@ christianvansly haha 'm shocked barca got yellow cards time,0
@ eliriprashad : love stripper bitches,1
bitch look like kurt cobain older bro,1
females just fucking retarded bro . swear just want kick y'all ovaries .,1
"wib plays fri ( 5-16-14 ) silverdome ballroom ( 21+ ) neillsville , wi charlie parr hobo nephews uncle frank ! tickets 15 $",0
@ badazz_jspates : 'm suppose eat yo booty bitch wym,1
"look coon ass nigga ..... standing damn toilet , looking manhood ...",1
@ chykalet naw u just retarded kinfolk lol,1
@ thirst22 : hoes love justifying hoes actions . 's easily know hoeing .,1
dickheads,1
fucked lmao # whore # bitch ? # cheaters better maaco # dead,1
@ papirawaf : im pimp tho limp hoe,1
"`` @ wodaeeex3 : want snake bites , industrial piercin tattoo '' dem hoe accessories dea",1
@ pimpsquadjones : main bitch bitch mad @ 2 fucks,1
n't acting like crazy bitch just told hell goes head,1
"nigga fuck . ai n't shit goin yo niggas @ francoiskilljoy : niggas think feeling , bitch ? niggas",1
shitbird,1
bae juss new bitch lingo u aint special hoe,1
@ redscarebot : commie # 9773 ; mints @ _whiteponyjr_ f # @ ! kkk faggot commie,1
johnathan martin straight pussy . # manup,1
ghetto ass bitches came job talm bout sum `` o yes u daddy '',1
@ bnightengale @ feinsandnydn time ranger scouts head watch yankee prospects . # rangers,0
@ reshell_ : `` @ 1inkkofrosess : ears look good hoe yo background,1
niggah lol tmlt,1
better work bitch,1
@ tittyflex : lol n't need halloween dress like ho . know . everyday opportunity .,1
's stupid bitch class literally ask question time professor says .,1
merry christmas y'all bitches hoes,1
@ sodamntrue : live constant fear shit bird actually fucking happened sooooo .,1
@ donnyoraha : dont fucks u hoe,1
bad . @ lipsdriprubies @ vofd : bitches act like ca n't read like words n't meaning .,1
@ candacevon : niggas talk bitches days # facts,1
@ jergucci craigslist bitches,1
@ yungxprnce : approach yo bitch like :,1
@ alaquannd laughing hoe,1
ha .. yous lonely hoe,1
"@ janpham_3 : @ 16stanleys : ugh 's bitches ! 's . 's baby , man . just know aware . 's !",1
@ kmdk83 @ beautifulmined hopes dis ai n't cause colored cause knows actin nigga like,1
"come home work bridesmaids , twinkies bottle wine # bestroommateever @ thefaithanne",0
"@ tmundal just moist bint lobbed sword , think 're la-de-da king ?",0
@ kieffer_jason @ sbsylvester @ hunterbuch66 bitch talking,1
@ soldier1eaodgrn n't flying fuck teabagger piece human garbage like thinks = ),1
support niggaz bitches doing dope shit west city la,1
@ iamshady_ 's real word ! hit blunt started making shit nigger ass lol,1
gay ? just fuck busted basic bitches lol,1
fake tits ? @ velvethoopd : hoe ? ? @ steph_badd : u guess ? @ djzeeti : twitpic halloween costumes,0
@ kristenbitess having birthday make sure tell bitch happy . celebrate drugs,1
@ lilreese300 : errday chances real street nigga shit chances fuckin wit u nothin ass hoes sumtime lol ... # 300,1
@ jrise88 ill fuck til love faggot,1
hoes ai n't loyal,1
officials : jihadi cockroaches booking tickets cruise ships syria,0
lashontae bad bitch times 3,1
"hate bitches think expect return buying cheap ass gift food . life , let live !",1
@ jeffblogwell time hoes,1
@ smart_cookie86 : pick president uncle tom association pick larry elder .,0
`` @ dionairish : hate `` 'm pregnant '' type bitch . '',1
lakers trash right .,1
ca n't stand faggot .,1
ont like game wit retarded ass bird,1
"@ latrobemark niggahs like im draggn nutts 2 degree weather , tgere frozed like bitch",1
@ waymoflydenu jew lawyers doctors say `` nigga '' ran ? lolnope say shit like queer,1
@ thelibraicon : @ wenotsocks : @ intensedesire : bow wow look like stress saving hoe wearing,1
seeing elder queer couples marry really emotional . live final years equality dignity .,1
`` @ heartlessfuck : glad 'm getting outta atlanta . bunch niggas outta jail dumb bitches mad kids fuckin em . '',1
@ mileycyrus : know color skin . stop friendly reminders bitch .,1
@ zelno96 sick bitch,1
wan na try pot brownies .,0
"idgaf flat chested hoes feelings , grown ass man nigga .",1
yo hoe slayed .,1
mofcker,1
@ cuhcuhcuh : blacc ass charcoal bitches sayin mixed irish false shit cuh,1
fag hag,1
got ta understand bitches childish,1
@ thecrewfinest : `` @ 187xo_ : ma niggah @ thecrewfinest func fucccccccked upppppp `` 'm ! ! !,1
@ zee__emm__gee : immediately biggest bitch 'm sick . like just need taken care lmao,1
"'s dudes twitter respect dick.you know , mirror selfie niggaz , nude droppers , dick avis , pussy eating avis ?",1
wan na eat fuck u talking bout bitch !,1
`` keyshawn johnson cause im catchin erry hoe '',1
flamer,1
lmfaooooo @ miavenise : ca n't trust bitch n't smile teeth .,1
@ gurujeremy : hoes use '' just happened '' excuse means cope wit ho . make control o,1
rand went retard time ago @ richardbspencer : @ senrandpaul n't `` playing game '' ... 's just retarded .,1
@ callneeshcakey : wan na lil shit tonight ... way bitches faces set ... wantin slap em,1
store redneck ...,0
@ thecoreyholcomb : man happy relationship fucked ways blessing bitch,1
"@ bankheist : 's anime faggots got shit say lmao , love damn cartoons lol fuckin nerds",1
@ sadiiex_ lol shut bitch .. im alive ! just going ... im good,1
@ dmeis72 snag ho ! ! !,1
@ allisonnamaya_ : @ whitecholo23 omg nathaniel . `` come mr pussy '' `` mr pussy '' lol,1
zipperhead,1
youu let yo bitch leave niggah n't say shit thats youu !,1
"note self : boiling water hot , monkey brain",0
@ caseofthekink : men say theyre afraid having daughters bc dont want turn hoes w/e .,1
@ dj_cellophane : oomf pussy probably taste like krabby patty secret formula .,1
@ callmerenee_ : @ 1inkkofrosess : @ callmerenee_ wussup bitchnun finna,1
bbl gon na sob gay bird babies .,1
"bros hos ! ... bros , hos ..",1
"@ _traemartinez : @ atrlfan @ chocolvte_ @ baesuschrist @ vikkinosecrets bitch ugly fuck , fuck tranny ? alligator face",1
niqqa straight pussy whipped,1
@ theshoebible @ steamed_greens hoes clean !,0
dolt,1
reps o13 yeah . baddest bitches # 1x,1
"@ amazing_trey3 : im wasting time , 'm just going cut bitch faster blink .",1
pussy boy gone die bitch,1
ai n't cuffing bitch 's posting sex gif 's maybe 'm just different,1
@ trashasstweets : wake bae hoe tl,1
hoes need stay hoes place fr,1
better flappy bird . # falloutbird,0
phaggots,1
@ roulettista : mertesacker saying `` ghetto fist '' goat,0
crow,1
y'all hoes believe,1
cocksucked,1
change pussy hydrant,1
photo : seriously friends hoes . funny . # getyourlife,1
make sure pussy clean cuz ima eat scream,1
's funny girls crying nudes ig like bitch sending nudes begin ?,1
trust say foot stomps hurt like fucking bitch,1
niggas talking bout 'these hoes ai n't loyal ' 6 different barbers .,1
@ shescreams_mami : hoes ai n't loyal,1
stop whacking shower queer boy ! @ ilovebamf,1
"@ barryclerjuste : yall want foreign bitches sooo bad , pull local hoes",1
"@ moose_05 ya know gamoot , considered , like wait . 'm little baby bitch",1
"beautiful fairy pools near glenbrittle isle skye , scotland",0
@ jeffgallardo9 : @ sonali1123 : guys colored eyes,0
hate bitches like `` love 11/2/20123 ! ! ! '',1
strong survive niggas bitches,1
"sure got nice car , 60 inch tv , stainless steel appliances apartment thousand twitter followers ai n't got hoes",1
@ funkydineva : teenagers got disrespectful sons bitches ! commend parents . 's easy job,1
@ nyjusdntgaf cares nigger,1
@ noworriezzzz : n't lie bitch 'm giving heart,1
confused king ordered tranny hookers party night ..,1
`` girl plain looking borderline ugly chunky '' . hey 's got nice smile great personality .,1
@ gvmby : bitch possessed thot demon .,1
"'cause ai n't @ jvbir aint eem watchin awards , hoes hatin kim k ?",1
@ dualwieldkatana : running train bitch thats period 's nasty,1
@ now_thats_fresh : song tyga trash,1
